STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
1133,BVBS15022,VNBVBS150228,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,26/01/2018,Trái phiếu đáo hạn
1134,BVDB15196,VNBVDB151967,Trái phiếu Ngân hàng phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,26/01/2018,Trái phiếu đáo hạn
1135,BVBS15021,VNBVBS150210,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,19/01/2018,Trái phiếu đáo hạn
1136,TD1318021,VNTD13180219,Trái phiếu Chính phủ đấu thầu đợt 03/2013,Trái phiếu,Trái phiếu chuyên biệt,15/01/2018,Trái phiếu đáo hạn
1137,KSC,VN000000KSC1,Cổ phiếu Công ty Cổ phần Muối Khánh Hoà,Cổ phiếu,UpCOM,02/01/2018,Công ty cổ phần Muối Khánh Hòa không đáp ứng điều kiện là Công ty đại chúng.
1138,VIC11503,VN0VIC115036,Trái phiếu VIC11201702,Trái phiếu,HOSE,29/12/2017,Trái phiếu đến thời gian đáo hạn
1139,BVDB14123,VNBVDB141232,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,29/12/2017,Trái phiếu đáo hạn
1140,DNGH13066,VNDNGH130663,Trái phiếu Chính quyền địa phương TP. Đà Nẵng đợt 01 năm 2012,Trái phiếu,Trái phiếu chuyên biệt,28/12/2017,Trái phiếu đáo hạn
1151,BVDB12196,VNBVDB121960,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,11/12/2017,Trái phiếu đáo hạn
1152,CP4A0902,VN0CP4A09022,Trái phiếu Chính phủ BLPH đợt 09/2002,Trái phiếu,Trái phiếu chuyên biệt,08/12/2017,Trái phiếu đáo hạ
1153,BVBS12124,VNBVBS121245,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,07/12/2017,Trái phiếu đáo hạn
1154,SPS,VN000000SPS6,Cổ phiếu Công ty cổ phần Dịch vụ Dầu khí Sài Gòn,Cổ phiếu,Đại chúng chưa niêm yết,04/12/2017,Công ty cổ phần Dịch vụ dầu khí Sài Gòn không đáp ứng điều kiện là Công ty đại chúng.
1155,BVBS12123,VNBVBS121237,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,04/12/2017,Trái phiếu đáo hạn
1156,BVDB12195,VNBVDB121952,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,01/12/2017,Trái phiếu đáo hạn
1157,HCMA0107,VN0HCMA01071,Trái phiếu đô thị TP.HCM (BLPH) đợt 1/2007,Trái phiếu,HOSE,30/11/2017,Trái phiếu đáo hạn
1158,HBI,VN000000HBI0,Cổ phiếu Công ty cổ phần HBI,Cổ phiếu,UpCOM,30/11/2017,Công ty cổ phần HBI không đáp ứng điều kiện là Công ty đại chúng.
1159,HCMA0207,VN0HCMA02079,Trái phiếu đô thị TP.HCM (BLPH) đợt 2/2007,Trái phiếu,HOSE,29/11/2017,Trái phiếu đáo hạn
1160,VIC11502,VN0VIC115028,Trái phiếu VIC11201701,Trái phiếu,HOSE,27/11/2017,Trái phiếu đến thời gian đáo hạn
1151,BVDB12196,VNBVDB121960,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,11/12/2017,Trái phiếu đáo hạn
1152,CP4A0902,VN0CP4A09022,Trái phiếu Chính phủ BLPH đợt 09/2002,Trái phiếu,Trái phiếu chuyên biệt,08/12/2017,Trái phiếu đáo hạ
1153,BVBS12124,VNBVBS121245,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,07/12/2017,Trái phiếu đáo hạn
1154,SPS,VN000000SPS6,Cổ phiếu Công ty cổ phần Dịch vụ Dầu khí Sài Gòn,Cổ phiếu,Đại chúng chưa niêm yết,04/12/2017,Công ty cổ phần Dịch vụ dầu khí Sài Gòn không đáp ứng điều kiện là Công ty đại chúng.
1155,BVBS12123,VNBVBS121237,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,04/12/2017,Trái phiếu đáo hạn
1156,BVDB12195,VNBVDB121952,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,01/12/2017,Trái phiếu đáo hạn
1157,HCMA0107,VN0HCMA01071,Trái phiếu đô thị TP.HCM (BLPH) đợt 1/2007,Trái phiếu,HOSE,30/11/2017,Trái phiếu đáo hạn
1158,HBI,VN000000HBI0,Cổ phiếu Công ty cổ phần HBI,Cổ phiếu,UpCOM,30/11/2017,Công ty cổ phần HBI không đáp ứng điều kiện là Công ty đại chúng.
1159,HCMA0207,VN0HCMA02079,Trái phiếu đô thị TP.HCM (BLPH) đợt 2/2007,Trái phiếu,HOSE,29/11/2017,Trái phiếu đáo hạn
1160,VIC11502,VN0VIC115028,Trái phiếu VIC11201701,Trái phiếu,HOSE,27/11/2017,Trái phiếu đến thời gian đáo hạn
1161,BVDB12152,VNBVDB121523,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,24/11/2017,Trái phiếu đáo hạn
1162,BVDB12149,VNBVDB121499,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,20/11/2017,Trái phiếu đáo hạn
1163,DLX,VN000000DLX7,Cổ phiếu Công ty cổ phần Delex Việt Nam,Cổ phiếu,Đại chúng chưa niêm yết,17/11/2017,Công ty cổ phần Delex Việt Nam không đáp ứng điều kiện là Công ty đại chúng
1164,BVBS12121,VNBVBS121211,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,16/11/2017,Trái phiếu đáo hạn
1165,CP4A0802,VN0CP4A08024,Trái phiếu Chính phủ bảo lãnh phát hành đợt 08/2002,Trái phiếu,Trái phiếu chuyên biệt,15/11/2017,Trái phiếu đáo hạn
1166,HCMB12203,VNHCMB122030,Trái phiếu Công ty Đầu tư Tài chính Nhà nước Tp. HCM,Trái phiếu,Trái phiếu chuyên biệt,14/11/2017,Trái phiếu đáo hạn
1167,HCM_1107,VN00HCM11072,Trái phiếu đô thị TP.Hồ Chí Minh (đấu thầu) đợt 11/2007,Trái phiếu,HOSE,13/11/2017,Trái phiếu đáo hạn
1168,TIC,VN000000TIC3,Cổ phiếu Công ty Cổ phần Đầu tư Điện Tây Nguyên,Cổ phiếu,HOSE,08/11/2017,Cổ phiếu hết hiệu lực lưu hành do Công ty cổ phần Đầu tư Điện Tây Nguyên hoán đổi cổ phiếu để sáp nhập vào Công ty cổ phần Điện Gia Lai
1169,BBL,VN000000BBL7,Cổ phiếu Công ty cổ phần Bourbon Bến Lức,Cổ phiếu,Đại chúng chưa niêm yết,23/10/2017,Công ty cổ phần Bourbon Bến Lức không đáp ứng điều kiện là Công ty đại chúng
1170,MSR11606,VN0MSR116069,Trái phiếu TNTI102018,Trái phiếu,Đại chúng chưa niêm yết,19/10/2017,Hủy đăng ký tự nguyện theo đề nghị của tổ chức phát hành
1171,E1SSHN30,VN0E1SSHN304,Chứng chỉ quỹ Quỹ ETF SSIAM HNX30,Chứng chỉ quỹ,HNX,11/10/2017,Thay đổi thông tin tổ chức phát hành và chuyển thành mã FUESSV50
1172,NBS,VN000000NBS7,Cổ phiếu CTCP Bến xe Nghệ An,Cổ phiếu,UpCOM,09/10/2017,Công ty cổ phần Bến xe Nghệ An không đáp ứng điều kiện là Công ty đại chúng.
1173,BHS,VN000000BHS9,Cổ phiếu Công ty Cổ phần Đường Biên Hoà,Cổ phiếu,HOSE,06/10/2017,Cổ phiếu hết hiệu lực lưu hành do Công ty cổ phần Đường Biên Hòa hoán đổi cổ phiếu để sáp nhập vào Công ty cổ phần Mía đường Thành Thành Công Tây Ninh
1174,CP4A0502,VN0CP4A05020,Trái phiếu Chính phủ BLPH đợt 05/2002,Trái phiếu,Trái phiếu chuyên biệt,06/10/2017,Trái phiếu đáo hạn
1175,MKT,VN000000MKT8,Cổ phiếu Công ty cổ phần Dệt Minh Khai,Cổ phiếu,UpCOM,27/09/2017,Công ty cổ phần Dệt Minh Khai không còn đáp ứng điều kiện là Công ty đại chúng.
1176,HCM_0707,VN00HCM07070,Trái phiếu đô thị Tp.Hồ Chí Minh đợt 7/2007,Trái phiếu,HOSE,20/09/2017,Trái phiếu đáo hạn
1177,CP4A0402,VN0CP4A04023,Trái phiếu Chính phủ BLPH đợt 04/2002,Trái phiếu,Trái phiếu chuyên biệt,12/09/2017,Trái phiếu đáo hạn
1178,NVL21603,VN0NVL216034,Trái phiếu NVLG09201702,Trái phiếu,HOSE,11/09/2017,Trái phiếu đến thời gian đáo hạn
1179,NVL21602,VN0NVL216026,Trái phiếu NVLG092017,Trái phiếu,HOSE,05/09/2017,Trái phiếu đến thời gian đáo hạn
1180,TD1417080,VNTD14170805,Trái phiếu Chính phủ đấu thầu đợt 90/2014,Trái phiếu,Trái phiếu chuyên biệt,31/08/2017,Trái phiếu đáo hạn
1181,GT6,VN000000GT62,Cổ phiếu Tổng Công ty Xây dựng Công trình Giao thông 6 - Công ty cổ phần,Cổ phiếu,Đại chúng chưa niêm yết,21/08/2017,Tổng công ty Xây dựng công trình giao thông 6 – Công ty cổ phần không đáp ứng điều kiện là Công ty đại chúng
1182,BVBS14024,VNBVBS140245,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,18/08/2017,Trái phiếu đáo hạn
1183,HCM_0507,VN00HCM05074,Trái phiếu Đô thị TP.HCM đấu thầu đợt 05/2007,Trái phiếu,HOSE,18/08/2017,Trái phiếu đáo hạn
1184,NHN,VN000000NHN5,Cổ phiếu Công ty cổ phần Phát triển Đô thị Nam Hà Nội,Cổ phiếu,UpCOM,28/07/2017,Công ty cổ phần Phát triển đô thị Nam Hà Nội không đáp ứng điều kiện là Công ty đại chúng.
1185,BVBS14023,VNBVBS140237,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,21/07/2017,Trái phiếu đáo hạn
1186,TD1217040,VNTD12170401,Trái phiếu Chính phủ đấu thầu đợt 54/2012,Trái phiếu,Trái phiếu chuyên biệt,14/07/2017,Trái phiếu đáo hạn
1187,TD1417079,VNTD14170797,Trái phiếu Chính phủ đấu thầu đợt 75/2014,Trái phiếu,Trái phiếu chuyên biệt,14/07/2017,Trái phiếu đáo hạn
1188,QH071722,VN0QH0717228,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,05/07/2017,Trái phiếu đáo hạn
1189,TD1217039,VNTD12170393,Trái phiếu Chính phủ đấu thầu đợt 49/2012,Trái phiếu,Trái phiếu chuyên biệt,30/06/2017,Trái phiếu đáo hạn
1190,TD1417078,VNTD14170789,Trái phiếu Chính phủ đấu thầu đợt 69/2014,Trái phiếu,Trái phiếu chuyên biệt,30/06/2017,Trái phiếu đáo hạn
1191,TD1217038,VNTD12170385,Trái phiếu Chính phủ đấu thầu đợt 44/2012,Trái phiếu,Trái phiếu chuyên biệt,15/06/2017,Trái phiếu đáo hạn
1192,HCM_0207,VN00HCM02071,Trái phiếu đô thị TP.HCM đợt 02/2007,Trái phiếu,HOSE,14/06/2017,Trái phiếu đáo hạn
1193,VDB112076,VNVDB1120767,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,09/06/2017,Trái phiếu đáo hạn
1194,VBS112061,VNVBS1120617,Trái phiếu Ngân hàng Chính sách xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,05/06/2017,Trái phiếu đáo hạn
1195,VIC11501,VN0VIC115010,Trái phiếu VINGROUP 062015,Trái phiếu,HOSE,01/06/2017,Trái phiếu đến thời gian đáo hạn
1196,VDB112075,VNVDB1120759,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,29/05/2017,Trái phiếu đáo hạn
1197,VDB112071,VNVDB1120718,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,18/05/2017,Trái phiếu đáo hạn
1198,TD1417077,VNTD14170771,Trái phiếu Chính phủ đấu thầu đợt 49/2014,Trái phiếu,Trái phiếu chuyên biệt,15/05/2017,Trái phiếu đáo hạn
1199,TD1217037,VNTD12170377,Trái phiếu Chính phủ đấu thầu đợt 34/2012,Trái phiếu,Trái phiếu chuyên biệt,15/05/2017,Trái phiếu đáo hạn
1200,VVF,VN000000VVF5,Cổ phiếu Công ty Tài chính cổ phần Vinaconex - Viettel,Cổ phiếu,Đại chúng chưa niêm yết,12/05/2017,Cổ phiếu hết hiệu lực lưu hành do hoán đổi cổ phiếu để sáp nhập vào Ngân hàng Thương mại cổ phần Sài Gòn – Hà Nội
1201,VBS112059,VNVBS1120591,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,12/05/2017,Trái phiếu đáo hạn
1202,VBS112058,VNVBS1120583,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,03/05/2017,Trái phiếu đáo hạn
1203,BVBS14019,VNBVBS140195,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,24/04/2017,Trái phiếu đáo hạn
1204,VBS112069,VNVBS1120690,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,19/04/2017,Trái phiếu đáo hạn
1205,SG3,VN000000SG30,Cổ phiếu Công ty cổ phần May Sài Gòn 3,Cổ phiếu,Đại chúng chưa niêm yết,19/04/2017,Công ty cổ phần May Sài Gòn 3 không đáp ứng điều kiện là Công ty đại chúng.
1206,TD1217036,VNTD12170369,Trái phiếu Chính phủ đấu thầu đợt 28/2012,Trái phiếu,Trái phiếu chuyên biệt,14/04/2017,Trái phiếu đáo hạn
1207,TD1417076,VNTD14170763,Trái phiếu Chính phủ đấu thầu đợt 36/2014,Trái phiếu,Trái phiếu chuyên biệt,14/04/2017,Trái phiếu đáo hạn
1208,BVBS14017,VNBVBS140179,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,07/04/2017,Trái phiếu đáo hạn
1209,BVBS14016,VNBVBS140161,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,31/03/2017,Trái phiếu đáo hạn
1210,TD1417075,VNTD14170755,Trái phiếu Chính phủ đấu thầu đợt 29/2014,Trái phiếu,Trái phiếu chuyên biệt,31/03/2017,Trái phiếu đáo hạn
1211,QH071717,VN0QH0717178,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,30/03/2017,Trái phiếu đáo hạn
1212,TD1217026,VNTD12170260,Trái phiếu Chính phủ đấu thầu đợt 22/2012,Trái phiếu,Trái phiếu chuyên biệt,17/03/2017,Trái phiếu đáo hạn
1213,TD1417074,VNTD14170748,Trái phiếu Chính phủ đấu thầu đợt 23/2014,Trái phiếu,Trái phiếu chuyên biệt,15/03/2017,Trái phiếu đáo hạn
1214,BVBS14015,VNBVBS140153,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,10/03/2017,Trái phiếu đáo hạn
1215,VBS112022,VNVBS1120229,Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,06/03/2017,Trái phiếu đáo hạn
1216,VBS112019,VNVBS1120195,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,28/02/2017,Trái phiếu đáo hạn
1217,TD1417073,VNTD14170730,Trái phiếu Chính phủ đấu thầu đợt 16/2014,Trái phiếu,Trái phiếu chuyên biệt,28/02/2017,Trái phiếu đáo hạn
1218,TD1217016,VNTD12170161,Trái phiếu Chính phủ đấu thầu đợt 12/2012,Trái phiếu,Trái phiếu chuyên biệt,27/02/2017,Trái phiếu đáo hạn
1219,BVBS14013,VNBVBS140138,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,24/02/2017,Trái phiếu đáo hạn
1220,VDB112014,VNVDB1120148,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,24/02/2017,Trái phiếu đáo hạn
1221,VBS112010,VNVBS1120104,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,21/02/2017,Trái phiếu đáo hạn
1222,BVBS14012,VNBVBS140120,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,17/02/2017,Trái phiếu đáo hạn
1223,BVDB14118,VNBVDB141182,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,17/02/2017,Trái phiếu đáo hạn
1224,VDB112008,VNVDB1120080,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,17/02/2017,Trái phiếu đáo hạn
1225,TD1417072,VNTD14170722,Trái phiếu Chính phủ đấu thầu đợt 08/2014,Trái phiếu,Trái phiếu chuyên biệt,15/02/2017,Trái phiếu đáo hạn
1226,VBS112006,VNVBS1120062,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,14/02/2017,Trái phiếu đáo hạn
1227,QH071714,VN0QH0717145,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,10/02/2017,Trái phiếu đáo hạn
1228,VDB112004,VNVDB1120049,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,10/02/2017,Trái phiếu đáo hạn
1229,BVDB14117,VNBVDB141174,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,25/01/2017,Trái phiếu đáo hạn
1230,BVDB14116,VNBVDB141166,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,20/01/2017,Trái phiếu đáo hạn
1231,BVBS14011,VNBVBS140112,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,20/01/2017,Trái phiếu đáo hạn
1232,TD1217002,VNTD12170021,Trái phiếu Chính phủ đấu thầu đợt 01/2012,Trái phiếu,Trái phiếu chuyên biệt,16/01/2017,Trái phiếu đáo hạn
1233,TD1417071,VNTD14170714,Trái phiếu Chính phủ đấu thầu đợt 02/2014,Trái phiếu,Trái phiếu chuyên biệt,13/01/2017,Trái phiếu đáo hạn
1234,BVDB14115,VNBVDB141158,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,13/01/2017,Trái phiếu đáo hạn
1235,QNGB13161,VNQNGB131613,Trái phiếu Chính quyền địa phương tỉnh Quảng Ninh đợt 2/2013,Trái phiếu,Trái phiếu chuyên biệt,30/12/2016,Trái phiếu đáo hạn
1236,MCJ,VN000000MCJ6,Cổ phiếu Công ty cổ phần Thiết bị Phụ tùng,Cổ phiếu,Đại chúng chưa niêm yết,23/12/2016,Công ty cổ phần Thiết bị Phụ tùng không đáp ứng điều kiện là Công ty đại chúng.
1237,BID10306,VN0BID103068,Trái phiếu dài hạn đợt 2/2006 kỳ hạn 15 năm,Trái phiếu,HOSE,23/12/2016,Trái phiếu được TCPH mua lại trước thời gian đáo hạn
1238,VDB111064,VNVDB1110644,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,20/12/2016,Trái phiếu đáo hạn
1239,BVBS13186,VNBVBS131863,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,16/12/2016,Trái phiếu đáo hạn
1240,X78,VN000000X784,Cổ phiếu Công ty cổ phần ACC-78,Cổ phiếu,Đại chúng chưa niêm yết,12/12/2016,Công ty cổ phần ACC-78 không đáp ứng điều kiện là Công ty đại chúng.
1241,VDB111062,VNVDB1110628,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,02/12/2016,Trái phiếu đáo hạn
1242,KAL,VN000000KAL0,Cổ phiếu Công ty cổ phần Nhôm Khánh Hoà,Cổ phiếu,Đại chúng chưa niêm yết,02/12/2016,Công ty cổ phần Nhôm Khánh Hòa không đáp ứng điều kiện là Công ty đại chúng.
1243,HNKD13259,VNHNKD132598,Trái phiếu Kho bạc Nhà nước Hà Nội,Trái phiếu,Trái phiếu chuyên biệt,28/11/2016,Trái phiếu đáo hạn
1244,DNF,VN000000DNF0,Cổ phiếu Công ty cổ phần Lương thực Đà Nẵng,Cổ phiếu,UpCOM,25/11/2016,Công ty cổ phần Lương thực Đà Nẵng không đáp ứng điều kiện là Công ty đại chúng
1245,TPKB16023,VNTPKB160231,Tín phiếu Kho bạc đấu thầu đợt 08/2016,Tín phiếu,Tín Phiếu,22/11/2016,Tín phiếu đáo hạn
1246,DLC,VN000000DLC1,Cổ phiếu Công ty Cổ phần Du lịch Cần Thơ,Cổ phiếu,UpCOM,18/11/2016,Công ty cổ phần Du lịch Cần Thơ không đáp ứng điều kiện là Công ty đại chúng.
