STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
544,CPNJ2008,VN0CPNJ20081,Chứng quyền PNJ/5M/SSI/C/EU/Cash-07,Chứng quyền,HOSE,09/02/2021,Hủy niêm yết do đáo hạn
545,CVNM2010,VN0CVNM20109,Chứng quyền VNM/5M/SSI/C/EU/Cash-07,Chứng quyền,HOSE,09/02/2021,Chứng quyền đáo hạn
546,CVJC2005,VN0CVJC20058,Chứng quyền VJC/5M/SSI/C/EU/Cash-07,Chứng quyền,HOSE,09/02/2021,Hủy niêm yết do đáo hạn
547,CVHM2007,VN0CVHM20077,Chứng quyền VHM/5M/SSI/C/EU/Cash-07,Chứng quyền,HOSE,09/02/2021,Hủy niêm yết do đáo hạn
548,VDB111018,VNVDB1110180,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,09/02/2021,
549,TP4A0406,VN0TP4A04065,Trái phiếu Chính phủ BLPH đợt 4/2006,Trái phiếu,Trái phiếu chuyên biệt,09/02/2021,
550,TTJ,VN000000TTJ5,Cổ phiếu Công ty cổ phần Thủy Tạ,Cổ phiếu,UpCOM,01/02/2021,Công ty không còn đáp ứng điều kiện là công ty đại chúng.
551,VPL11810,VN0VPL118105,Trái phiếu Trái phiếu VPL12021,Trái phiếu,HOSE,29/01/2021,
552,VDB111009,VNVDB1110099,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,28/01/2021,Trái phiếu đáo hạn
553,TP4A0306,VN0TP4A03067,Trái phiếu Chính phủ BLPH đợt 03/2006,Trái phiếu,Trái phiếu chuyên biệt,26/01/2021,Trái phiếu đáo hạn
554,BVBS16318,VNBVBS163189,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,26/01/2021,Trái phiếu đáo hạn
555,TP4A0206,VN0TP4A02069,Trái phiếu Chính phủ BLPH đợt 02/2006,Trái phiếu,Trái phiếu chuyên biệt,20/01/2021,Trái phiếu đáo hạn
556,BVDB16105,VNBVDB161057,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,20/01/2021,Trái phiếu đáo hạn
557,CHPG2012,VN0CHPG20121,Chứng quyền HPG/6M/SSI/C/EU/Cash-06,Chứng quyền,HOSE,19/01/2021,Chứng quyền đáo hạn
558,CFPT2008,VN0CFPT20086,Chứng quyền FPT-HSC-MET04,Chứng quyền,HOSE,15/01/2021,Chứng quyền đáo hạn
559,CPNJ2006,VN0CPNJ20065,Chứng quyền PNJ-HSC-MET02,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn chứng quyền
560,CMWG2010,VN0CMWG20101,Chứng quyền MWG-HSC-MET05,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn
561,CVNM2008,VN0CVNM20083,Chứng quyền VNM-HSC-MET04,Chứng quyền,HOSE,15/01/2021,Chứng quyền đáo hạn
562,CHPG2016,VN0CHPG20162,Chứng quyền HPG-HSC-MET03,Chứng quyền,HOSE,15/01/2021,Chứng quyền đáo hạn
563,CMBB2007,VN0CMBB20072,Chứng quyền MBB-HSC-MET05,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn chứng quyền
564,CTCB2007,VN0CTCB20075,Chứng quyền TCB-HSC-MET03,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn
565,CVRE2008,VN0CVRE20081,Chứng quyền VRE-HSC-MET04,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn
566,CVHM2005,VN0CVHM20051,Chứng quyền VHM-HSC-MET02,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn
567,CMSN2006,VN0CMSN20063,Chứng quyền MSN-HSC-MET02,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn
568,CVPB2008,VN0CVPB20081,Chứng quyền VPB-HSC-MET03,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn chứng quyền
569,CREE2005,VN0CREE20053,Chứng quyền REE-HSC-MET03,Chứng quyền,HOSE,15/01/2021,Hủy niêm yết do đáo hạn
570,KDF,VN000000KDF6,Cổ phiếu Công ty cổ phần Thực phẩm Đông lạnh KIDO,Cổ phiếu,UpCOM,15/01/2021,Cổ phiếu hết hiệu lực lưu hành do Công ty cổ phần Thực phẩm Đông lạnh KIDO hoán đổi cổ phiếu để sáp nhập vào Công ty cổ phần Tập đoàn KIDO
571,CHPG2023,VN0CHPG20238,HPG/ACBS/Call/EU/Cash/3M/01,Chứng quyền,HOSE,13/01/2021,Hủy niêm yết do đáo hạn
572,BVDB16104,VNBVDB161040,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,13/01/2021,Trái phiếu đáo hạn
573,CMWG2014,VN0CMWG20143,Chứng quyền MWG/BSC/C/3M/EU/Cash/2020-01,Chứng quyền,HOSE,11/01/2021,Chứng quyền đáo hạn
574,TD1621446,VNTD16214460,Trái phiếu Chính phủ đấu thầu đợt 02/2016,Trái phiếu,Trái phiếu chuyên biệt,07/01/2021,Trái phiếu đáo hạn
575,BVDB16103,VNBVDB161032,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,06/01/2021,Trái phiếu đáo hạn
576,QNGB15364,VNQNGB153641,Trái phiếu Chính quyền địa phương tỉnh Quảng Ninh năm 2015,Trái phiếu,Trái phiếu chuyên biệt,31/12/2020,Trái phiếu đáo hạn
577,TL1520274,VNTL15202748,Trái phiếu Chính phủ phát hành riêng lẻ năm 2015,Trái phiếu,Trái phiếu chuyên biệt,30/12/2020,trái phiếu đáo hạn
578,HCMA1905,VN0HCMA19057,Trái phiếu đô thị Tp HCM BLPH đợt 19/2005,Trái phiếu,HOSE,29/12/2020,Trái phiếu đáo hạn
579,VPL11811,VN0VPL118113,Trái phiếu VPL122020,Trái phiếu,HOSE,29/12/2020,Trái phiếu đến thời gian đáo hạn
580,CII11722,VN0CII117229,Trái phiếu CII122020,Trái phiếu,HOSE,29/12/2020,Trái phiếu đến thời gian đáo hạn
581,TP4A3205,VN0TP4A32058,Trái phiếu Chính phủ BLPH đợt 32/2005,Trái phiếu,Trái phiếu chuyên biệt,25/12/2020,Trái phiếu đáo hạn
582,VIC11814,VN0VIC118147,Trái phiếu VIC112020,Trái phiếu,HOSE,25/12/2020,Trái phiếu đến thời gian đáo hạn
583,PBK,VN000000PBK9,Cổ phiếu Công ty cổ phần Điện lực Dầu khí Bắc Kạn,Cổ phiếu,UpCOM,25/12/2020,Công ty cổ phần Điện lực Dầu khí Bắc Kạn hủy đăng ký chứng khoán do giải thể doanh nghiệp
584,TP4A2905,VN0TP4A29054,Trái phiếu Chính phủ BLPH đợt 29/2005,Trái phiếu,Trái phiếu chuyên biệt,23/12/2020,Trái phiếu đáo hạn
585,BVBS15098,VNBVBS150988,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,22/12/2020,Trái phiếu đáo hạn
586,TP4A3105,VN0TP4A31050,Trái phiếu Chính phủ BLPH đợt 31/2005,Trái phiếu,Trái phiếu chuyên biệt,21/12/2020,Trái phiếu đáo hạn
587,CHPG2019,VN0CHPG20196,Chứng quyền CHPG02MBS20CE,Chứng quyền,HOSE,21/12/2020,Hủy niêm yết do đáo hạn chứng quyền
588,CSTB2009,VN0CSTB20097,Chứng quyền CSTB02MBS20CE,Chứng quyền,HOSE,21/12/2020,Hủy niêm yết do đáo hạn chứng quyền
589,CFPT2009,VN0CFPT20094,Chứng quyền CFPT02MBS20CE,Chứng quyền,HOSE,21/12/2020,Hủy niêm yết do đáo hạn
590,CTCB2008,VN0CTCB20083,Chứng quyền CTCB02MBS20CE,Chứng quyền,HOSE,21/12/2020,Chứng quyền đáo hạn
591,CMWG2011,VN0CMWG20119,Chứng quyền CMWG02MBS20CE,Chứng quyền,HOSE,21/12/2020,Chứng quyền đáo hạn
592,BDC,VN000000BDC2,Cổ phiếu Tổng Công ty Xây dựng Bạch Đằng - CTCP,Cổ phiếu,UpCOM,21/12/2020,Tổng Công ty Xây dựng Bạch Đằng - CTCP không đáp ứng điều kiện là Công ty đại chúng
593,TP4A3005,VN0TP4A30052,Trái phiếu Chính phủ BLPH đợt 30/2005,Trái phiếu,Trái phiếu chuyên biệt,18/12/2020,Trái phiếu đáo hạn
594,HCMA1805,VN0HCMA18059,Trái phiếu đô thị Tp HCM BLPH đợt 18/2005,Trái phiếu,HOSE,18/12/2020,Trái phiếu đáo hạn
595,CSTB2002,VN0CSTB20022,Chứng quyền.STB.KIS.M.CA.T.03,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn
596,CVNM2002,VN0CVNM20026,Chứng quyền.VNM.KIS.M.CA.T.03,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn chứng quyền
597,CVRE2003,VN0CVRE20032,Chứng quyền.VRE.KIS.M.CA.T.04,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn chứng quyền
598,CNVL2001,VN0CNVL20010,Chứng quyền.NVL.KIS.M.CA.T.02,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn
599,CSBT2001,VN0CSBT20014,Chứng quyền.SBT.KIS.M.CA.T.02,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn
600,CVJC2001,VN0CVJC20017,Chứng quyền.VJC.KIS.M.CA.T.02,Chứng quyền,HOSE,17/12/2020,Chứng quyền đáo hạn
601,CDPM2002,VN0CDPM20029,Chứng quyền.DPM.KIS.M.CA.T.03,Chứng quyền,HOSE,17/12/2020,Chứng quyền đáo hạn
602,CHDB2003,VN0CHDB20037,Chứng quyền.HDB.KIS.M.CA.T.02,Chứng quyền,HOSE,17/12/2020,Chứng quyền đáo hạn
603,CHPG2002,VN0CHPG20022,Chứng quyền.HPG.KIS.M.CA.T.04,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn
604,CVHM2001,VN0CVHM20010,Chứng quyền.VHM.KIS.M.CA.T.02,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn chứng quyền
605,CVIC2001,VN0CVIC20019,Chứng quyền.VIC.KIS.M.CA.T.03,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn chứng quyền
606,CMSN2001,VN0CMSN20014,Chứng quyền.MSN.KIS.M.CA.T.03,Chứng quyền,HOSE,17/12/2020,Hủy niêm yết do đáo hạn
607,CCTD2001,VN0CCTD20014,Chứng quyền.CTD.KIS.M.CA.T.01,Chứng quyền,HOSE,17/12/2020,Chứng quyền đáo hạn
608,CROS2002,VN0CROS20029,Chứng quyền.ROS.KIS.M.CA.T.02,Chứng quyền,HOSE,17/12/2020,Chứng quyền đáo hạn
609,TL1520273,VNTL15202730,Trái phiếu Chính phủ phát hành riêng lẻ năm 2015,Trái phiếu,Trái phiếu chuyên biệt,15/12/2020,Trái phiếu đáo hạn
610,HCMA1605,VN0HCMA16053,Trái phiếu đô thị Tp HCM BLPH đợt 16/2005,Trái phiếu,HOSE,09/12/2020,Trái phiếu đáo hạn
611,CMSN2008,VN0CMSN20089,Chứng quyền CMSN02MBS20CE,Chứng quyền,HOSE,08/12/2020,Hủy niêm yết do đáo hạn
612,CVNM2009,VN0CVNM20091,Chứng quyền CVNM02MBS20CE,Chứng quyền,HOSE,08/12/2020,Hủy niêm yết do đáo hạn chứng quyền
613,BVDB15327,VNBVDB153278,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,02/12/2020,Trái phiếu đáo hạn
614,CHPG2013,VN0CHPG20139,Chứng quyền HPG/4.5M/SSI/C/EU/Cash-06,Chứng quyền,HOSE,02/12/2020,Hủy niêm yết do đáo hạn
615,BVBS15095,VNBVBS150954,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,01/12/2020,Trái phiếu đáo hạn
616,CMWG2007,VN0CMWG20077,Chứng quyền MWG/6M/SSI/C/EU/Cash-05,Chứng quyền,HOSE,01/12/2020,Hủy niêm yết do đáo hạn
617,CVRE2005,VN0CVRE20057,Chứng quyền VRE/6M/SSI/C/EU/Cash-05,Chứng quyền,HOSE,01/12/2020,Chứng quyền đáo hạn
618,CTCB2005,VN0CTCB20059,Chứng quyền TCB/6M/SSI/C/EU/Cash-05,Chứng quyền,HOSE,01/12/2020,Chứng quyền đáo hạn
619,CVHM2002,VN0CVHM20028,Chứng quyền VHM/6M/SSI/C/EU/Cash-05,Chứng quyền,HOSE,01/12/2020,Hủy niêm yết do đáo hạn chứng quyền
620,CVNM2004,VN0CVNM20042,Chứng quyền VNM/6M/SSI/C/EU/Cash-05,Chứng quyền,HOSE,01/12/2020,Hủy niêm yết do đáo hạn
621,CVPB2006,VN0CVPB20065,Chứng quyền VPB/6M/SSI/C/EU/Cash-05,Chứng quyền,HOSE,01/12/2020,Hủy niêm yết do đáo hạn
622,CSTB2004,VN0CSTB20048,Chứng quyền STB/6M/SSI/C/EU/Cash-05,Chứng quyền,HOSE,01/12/2020,Hủy niêm yết do đáo hạn
623,CHPG2008,VN0CHPG20089,Chứng quyền HPG/6M/SSI/C/EU/Cash-05,Chứng quyền,HOSE,01/12/2020,Hủy niêm yết do đáo hạn chứng quyền
624,HCMA1405,VN0HCMA14058,Trái phiếu đô thị Tp HCM BLPH đợt 14/2005,Trái phiếu,HOSE,30/11/2020,Trái phiếu đáo hạn
625,TL1520272,VNTL15202722,Trái phiếu Chính phủ phát hành riêng lẻ năm 2015,Trái phiếu,Trái phiếu chuyên biệt,30/11/2020,Trái phiếu đáo hạn
626,VPK,VN000000VPK7,Cổ phiếu Công ty Cổ phần Bao bì Dầu thực vật,Cổ phiếu,UpCOM,26/11/2020,Công ty cổ phần Bao bì Dầu thực vật hủy đăng ký chứng khoán do giải thể.
627,BVDB15326,VNBVDB153260,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,25/11/2020,Trái phiếu đáo hạn
628,BVBS15094,VNBVBS150947,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,24/11/2020,Trái phiếu đáo hạn
629,CSTB2008,VN0CSTB20089,Chứng quyền CSTB01MBS20CE,Chứng quyền,HOSE,23/11/2020,Hủy niêm yết do đáo hạn chứng quyền
630,CVPB2009,VN0CVPB20099,Chứng quyền CVPB02MBS20CE,Chứng quyền,HOSE,23/11/2020,Hủy niêm yết do đáo hạn
631,CPNJ2007,VN0CPNJ20073,Chứng quyền CPNJ02MBS20CE,Chứng quyền,HOSE,23/11/2020,Chứng quyền đáo hạn
632,HNKD15298,VNHNKD152984,Trái phiếu xây dựng Thủ Đô năm 2015 (đợt 2),Trái phiếu,Trái phiếu chuyên biệt,23/11/2020,Trái phiếu đáo hạn
633,WTN,VN000000WTN1,Cổ phiếu Công ty cổ phần Cấp thoát nước Tây Ninh,Cổ phiếu,Đại chúng chưa niêm yết,23/11/2020,Công ty cổ phần Cấp thoát nước Tây Ninh không đáp ứng điều kiện là Công ty đại chúng.
634,QH052003,VN0QH0520036,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,18/11/2020,Trái phiếu đáo hạn
635,BVBS15093,VNBVBS150939,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,17/11/2020,Trái phiếu đáo hạn
636,HCMA1205,VN0HCMA12052,Trái phiếu đô thị Tp HCM BLPH đợt 12/2005,Trái phiếu,HOSE,13/11/2020,Trái phiếu đáo hạn
637,BVDB15225,VNBVDB152254,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,13/11/2020,Trái phiếu đáo hạn
638,TD1520271,VNTD15202714,Trái phiếu Chính phủ đấu thầu đợt 111/2015,Trái phiếu,Trái phiếu chuyên biệt,12/11/2020,Trái phiếu đáo hạn
639,BVBS15092,VNBVBS150921,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,10/11/2020,Trái phiếu đáo hạn
640,CMBB2003,VN0CMBB20037,Chứng quyền MBB/7M/SSI/C/EU/CASH-04,Chứng quyền,HOSE,10/11/2020,Hủy niêm yết do đáo hạn
641,CFPT2003,VN0CFPT20037,Chứng quyền FPT/7M/SSI/C/EU/CASH-04,Chứng quyền,HOSE,10/11/2020,Chứng quyền đáo hạn
642,TD1520270,VNTD15202706,Trái phiếu Chính phủ đấu thầu đợt 110/2015,Trái phiếu,Trái phiếu chuyên biệt,10/11/2020,Trái phiếu đáo hạn
643,BVDB15224,VNBVDB152247,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,06/11/2020,Trái phiếu đáo hạn
644,TD1520269,VNTD15202698,Trái phiếu Chính phủ đấu thầu đợt 108/2015,Trái phiếu,Trái phiếu chuyên biệt,05/11/2020,Trái phiếu đáo hạn
645,VIC11813,VN0VIC118139,Trái phiếu VIC11202001,Trái phiếu,HOSE,05/11/2020,Trái phiếu đến thời gian đáo hạn
646,CSTB2005,VN0CSTB20055,Chứng quyền.STB.KIS.M.CA.T.05,Chứng quyền,HOSE,04/11/2020,Hủy niêm yết do đáo hạn
647,BVBS15091,VNBVBS150913,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,03/11/2020,Trái phiếu đáo hạn
648,BVDB15223,VNBVDB152239,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,30/10/2020,Trái phiếu đáo hạn
649,CMWG2008,VN0CMWG20085,Chứng quyền MWG-HSC-MET04,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
650,CMBB2006,VN0CMBB20064,Chứng quyền MBB-HSC-MET04,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
651,CVNM2005,VN0CVNM20059,Chứng quyền VNM-HSC-MET03,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
652,CVRE2006,VN0CVRE20065,Chứng quyền VRE-HSC-MET03,Chứng quyền,HOSE,30/10/2020,chứng quyền đáo hạn
653,CVJC2002,VN0CVJC20025,Chứng quyền VJC-HSC-MET01,Chứng quyền,HOSE,30/10/2020,chứng quyền đáo hạn
654,CREE2003,VN0CREE20038,Chứng quyền REE-HSC-MET02,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn chứng quyền
655,CMSN2005,VN0CMSN20055,Chứng quyền MSN-HSC-MET01,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
656,CPNJ2005,VN0CPNJ20057,Chứng quyền PNJ-HSC-MET01,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
657,CVPB2007,VN0CVPB20073,Chứng quyền VPB-HSC-MET02,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
658,CVHM2003,VN0CVHM20036,Chứng quyền VHM-HSC-MET01,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
659,CFPT2006,VN0CFPT20060,Chứng quyền FPT-HSC-MET03,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn chứng quyền
660,CHPG2009,VN0CHPG20097,Chứng quyền HPG-HSC-MET02,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn chứng quyền
661,CTCB2006,VN0CTCB20067,Chứng quyền TCB-HSC-MET02,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn chứng quyền
662,BDP,VN000000BDP4,Cổ phiếu Công ty cổ phần Biệt thự và Khách sạn Biển Đông Phương,Cổ phiếu,UpCOM,28/10/2020,Công ty cổ phần Biệt thự và Khách sạn biển Đông Phương không còn đáp ứng điều kiện là Công ty đại chúng.
663,DTN,VN000000DTN1,Cổ phiếu Công ty cổ phần Diêm Thống Nhất,Cổ phiếu,UpCOM,27/10/2020,Công ty cổ phần Diêm Thống Nhất không còn đáp ứng điều kiện là Công ty đại chúng.
664,CMWG2006,VN0CMWG20069,Chứng quyền MWG/VCSC/M/Au/T/A1,Chứng quyền,HOSE,27/10/2020,Hủy niêm yết do đáo hạn
665,CMBB2005,VN0CMBB20056,Chứng quyền MBB/VCSC/M/Au/T/A1,Chứng quyền,HOSE,27/10/2020,Hủy niêm yết do đáo hạn
666,CTCB2003,VN0CTCB20034,Chứng quyền TCB/VCSC/M/Au/T/A1,Chứng quyền,HOSE,27/10/2020,Hủy niêm yết do đáo hạn chứng quyền
667,CPNJ2003,VN0CPNJ20032,Chứng quyền PNJ/VCSC/M/Au/T/A1,Chứng quyền,HOSE,27/10/2020,Chứng quyền đáo hạn
668,CREE2004,VN0CREE20046,Chứng quyền CREE01MBS20CE,Chứng quyền,HOSE,26/10/2020,Hủy niêm yết do đáo hạn
669,CFPT2007,VN0CFPT20078,Chứng quyền CFPT01MBS20CE,Chứng quyền,HOSE,26/10/2020,Chứng quyền đáo hạn
670,CMWG2009,VN0CMWG20093,Chứng quyền CMWG01MBS20CE,Chứng quyền,HOSE,26/10/2020,Chứng quyền đáo hạn
671,BVDB15222,VNBVDB152221,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,23/10/2020,Trái phiếu đáo hạn
672,TD1520268,VNTD15202680,Trái phiếu Chính phủ đấu thầu đợt 104/2015,Trái phiếu,Trái phiếu chuyên biệt,22/10/2020,Trái phiếu đáo hạn
673,TP4A2705,VN0TP4A27058,Trái phiếu Chính phủ BLPH đợt 27/2005,Trái phiếu,Trái phiếu chuyên biệt,21/10/2020,Trái phiếu đáo hạn
674,CHPG2011,VN0CHPG20113,Chứng quyền CHPG01MBS20CE,Chứng quyền,HOSE,21/10/2020,Hủy niêm yết do đáo hạn
675,VHM11726,VN0VHM117262,Trái phiếu NHN102020,Trái phiếu,HOSE,19/10/2020,Trái phiếu đến thời gian đáo hạn
676,BVDB15221,VNBVDB152213,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,16/10/2020,Trái phiếu đáo hạn
677,HCMA1005,VN0HCMA10056,Trái phiếu đô thị Tp HCM BLPH đợt 10/2005,Trái phiếu,HOSE,16/10/2020,Trái phiếu đáo hạn
678,TD1020065,VNTD10200655,Trái phiếu Chính phủ đấu thầu đợt 21/2010,Trái phiếu,Trái phiếu chuyên biệt,16/10/2020,Trái phiếu đáo hạn
679,HCMB15309,VNHCMB153092,Trái phiếu chính quyền địa phương TP.HCM đợt 02 năm 2015,Trái phiếu,Trái phiếu chuyên biệt,14/10/2020,Trái phiếu đáo hạn
680,CHDB2006,VN0CHDB20060,Chứng quyền CHDB01MBS20CE,Chứng quyền,HOSE,09/10/2020,hủy niêm yết do đáo hạn chứng quyền
681,TD1020061,VNTD10200614,Trái phiếu Chính phủ đấu thầu đợt 20/2010,Trái phiếu,Trái phiếu chuyên biệt,09/10/2020,Trái phiếu đáo hạn
682,DFS,VN000000DFS9,Cổ phiếu Công ty cổ phần Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai,Cổ phiếu,UpCOM,08/10/2020,Cổ phiếu Công ty cổ phần Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai không đáp ứng điều kiện là Công ty đại chúng
683,CVNM2006,VN0CVNM20067,Chứng quyền.VNM.KIS.M.CA.T.04,Chứng quyền,HOSE,06/10/2020,Hủy niêm yết do đáo hạn
684,CVIC2003,VN0CVIC20035,Chứng quyền.VIC.KIS.M.CA.T.05,Chứng quyền,HOSE,06/10/2020,Hủy niêm yết do đáo hạn
685,CVHM2004,VN0CVHM20044,Chứng quyền.VHM.KIS.M.CA.T.03,Chứng quyền,HOSE,06/10/2020,Hủy niêm yết do đáo hạn chứng quyền
686,CVJC2003,VN0CVJC20033,Chứng quyền.VJC.KIS.M.CA.T.03,Chứng quyền,HOSE,06/10/2020,Chứng quyền đáo hạn
687,CHDB2005,VN0CHDB20052,Chứng quyền.HDB.KIS.M.CA.T.03,Chứng quyền,HOSE,06/10/2020,Chứng quyền đáo hạn
688,CPNJ2002,VN0CPNJ20024,Chứng quyền.PNJ.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/10/2020,Hủy niêm yết do đáo hạn chứng quyền
689,CMWG2005,VN0CMWG20051,Chứng quyền.MWG.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/10/2020,Chứng quyền đáo hạn
690,CHPG2005,VN0CHPG20055,Chứng quyền.HPG.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/10/2020,Hủy niêm yết do đáo hạn
691,HCMA0805,VN0HCMA08050,Trái phiếu đô thị Tp HCM BLPH đợt 8/2005,Trái phiếu,HOSE,30/09/2020,Trái phiếu đáo hạn
692,CVRE2001,VN0CVRE20016,Chứng quyền.VRE.KIS.M.CA.T.03,Chứng quyền,HOSE,22/09/2020,Hủy niêm yết do đáo hạn
693,HCMA0505,VN0HCMA05056,Trái phiếu đô thị Tp HCM BLPH đợt 5/2005,Trái phiếu,HOSE,18/09/2020,Trái phiếu đáo hạn
