Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà
Mã chứng khoán:,SJS
Mã ISIN:,VN000000SJS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 03/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 09/06/2007, Số: 39/2010/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 07/05/2018"
Tổng số chứng khoán đăng ký:,114.855.540 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.148.555.400.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
