Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn CMH Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn CMH Việt Nam
Mã chứng khoán:,CMS
Mã ISIN:,VN000000CMS7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 279/2010/GCNCP-VSD do VSD cấp lần đầu ngày 18/11/2010, Số 279/2010/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 25/02/2022"
Tổng số chứng khoán đăng ký:,17.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,172.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
