Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu đợt 6/2010
Mã chứng khoán:,CPD1012032
Mã ISIN:,VNTD10120325
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,52/2010/GNCTP-VSD cấp ngày 13/5/2010
Tổng số chứng khoán đăng ký:,10.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,11.3%/năm
Cách thức trả lãi:,
Kỳ hạn:,2 năm
Ngày phát hành:,27/04/2010
Ngày đáo hạn:,27/04/2012
Nơi quản lý tại VSD:,Trụ sở chính
