Keys,Values
Tên TCPH:,"
Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài
"
Tên chứng khoán:,Cổ phiếu CTCP Dịch vụ Hàng không Sân bay Nội Bài
Mã chứng khoán:,NAS
Mã ISIN:,VN000000NAS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 21/2014/GCNCP-VSD do VSD cấp ngày 27/03/2014
Tổng số chứng khoán đăng ký:,8.315.764 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,83.157.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
