Keys,Values
Tên TCPH:,"
Công ty cổ phần Cafico Việt Nam
"
Tên chứng khoán:,Cổ phiếu CTCP Cafico Việt Nam
Mã chứng khoán:,CFC
Mã ISIN:,VN000000CFC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 26/2009/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 18/06/2009; Số 26/2009/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 01/09/2021
Tổng số chứng khoán đăng ký:,2.234.280 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,22.342.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
