Keys,Values
Tên TCPH:,"
Công ty cổ phần Xăng dầu Dầu khí  Nam Định
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xăng dầu Dầu khí Nam Định
Mã chứng khoán:,PND
Mã ISIN:,VN000000PND9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 14/2017/GCNCP-VSD do VSD cấp lần đầu ngày 12/01/2017
Tổng số chứng khoán đăng ký:,6.666.666 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,66.666.660.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
