Keys,Values
Tên TCPH:,"
Công ty CP Vật tư tổng hợp và Phân bón Hoá sinh
"
Tên chứng khoán:,Cổ phiếu CTCP Vật tư tổng hợp và Phân bón Hoá sinh
Mã chứng khoán:,HSI
Mã ISIN:,VN000000HSI4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 132/2007/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 12/12/2007
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
