Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng Coteccons
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng Coteccons
Mã chứng khoán:,CTD
Mã ISIN:,VN000000CTD4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 102/2009/GCNCP-VSD do VSD cấp lần đầu ngày 07/12/2009, Số: 102/2009/GCNCP-VSD- 11 cấp thay đổi lần 11 ngày 08/03/2019"
Tổng số chứng khoán đăng ký:,79.255.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,792.550.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
