Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng và  sản xuất vật liệu xây dựng Biên Hòa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng và sản xuất vật liệu xây dựng Biên Hòa
Mã chứng khoán:,VLB
Mã ISIN:,VN000000VLB5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 59/2016/GCNCP-VSD do VSD cấp ngày 17/6/2016, số 59/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 06/04/2018"
Tổng số chứng khoán đăng ký:,47.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,470.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
