Keys,Values
Tên TCPH:,"
Công ty cổ phần Vincom Retail
"
Tên chứng khoán:,Trái phiếu BONDVCR042025
Mã chứng khoán:,VRE12007
Mã ISIN:,VN0VRE120074
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 29/2020/GCNTP-VSD do VSD cấp lần đầu ngày 17/09/2020
Tổng số chứng khoán đăng ký:,20.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức phát hành:,Ghi sổ 
Lãi suất:,"+ Đối với 04 kỳ tính lãi đầu tiên: Lãi suất cố định bằng 10,0%/năm; 
+ Đối với mỗi kỳ tính lãi sau 04 kỳ tính lãi đầu tiên: Lãi suất thả nổi và bằng tổng của 3,5%/năm và lãi suất tham chiếu. Trong đó, lãi suất tham chiếu là trung bình cộng của lãi suất tiền gửi tiết kiệm áp dụng cho khách hàng cá nhân, kỳ hạn 12 tháng bằng đồng Việt nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Công thương Việt Nam và Ngân hàng TMCP Kỹ Thương Việt Nam công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,5 năm
Ngày phát hành:,26/08/2020
Ngày đáo hạn:,26/08/2025
Nơi quản lý tại VSD:,Trụ sở chính
