Keys,Values
Tên TCPH:,"
Tổng Công ty Xây dựng Số 1 – CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Xây dựng Số 1 – CTCP
Mã chứng khoán:,CC1
Mã ISIN:,VN000000CC16
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 118/2017/GCNCP-VSD do VSD cấp ngày 12/06/2017; Số 118/2017/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 23/03/2022
Tổng số chứng khoán đăng ký:,319.674.087 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.196.740.870.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
