Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Hải Phòng
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Chứng khoán Hải Phòng
Mã chứng khoán:,HPC
Mã ISIN:,VN000000HPC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 32/2006/GCNCP-TTLk do VSD cấp lần đầu ngày 13/12/2006, số 32/2006/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 05/11/2010"
Tổng số chứng khoán đăng ký:,40.130.620 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,401.306.200.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
