Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH kỳ hạn 5 năm
Mã chứng khoán:,QH061133
Mã ISIN:,VN0QH0611330
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,73/2006/GCNTP-TTLK ngày 01/12/2006
Tổng số chứng khoán đăng ký:,400.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,60.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.50%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,15/11/2006
Ngày đáo hạn:,15/11/2011
Nơi quản lý tại VSD:,Trụ sở chính
