Keys,Values
Tên TCPH:,"
Công ty cổ phần Thiết bị điện Cẩm Phả
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thiết bị điện Cẩm Phả
Mã chứng khoán:,VEE
Mã ISIN:,VN000000VEE4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 59/2010/GCNCP-VSD do VSD cấp lần đầu ngày 10/03/2010. Số 59/2010/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 02/11/2017
Tổng số chứng khoán đăng ký:,10.185.820 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,101.858.200.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
