Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán VnDirect
"
Tên chứng quyền:,Chứng quyền.MWG.VND.M.CA.T.2020.01
Mã chứng quyền:,CMWG2005
Mã ISIN:,VN0CMWG20051
Mã chứng khoán cơ sở:,MWG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Đầu tư Thế giới Di động
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,06 tháng
Ngày đáo hạn:,01/10/2020
Tỷ lệ chuyển đổi:,2:1
Giá thực hiện:,92.000  đồng
Giá phát hành lần đầu:,2.500  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,"số 47/2020/GCNCW-VSD do VSD cấp ngày 20/4/2020, số 47/2020/GCNCW-VSD-1 cấp thay đổi lần 1 ngày 14/07/2020"
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,600.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
