Keys,Values
Tên TCPH:,"
Công ty cổ phần Nước Thủ Dầu Một
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nước Thủ Dầu Một
Mã chứng khoán:,TDM
Mã ISIN:,VN000000TDM3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 22/2016/GCNCP-VSD do VSD cấp lần đầu ngày 22/03/2016, số 22/2016/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 15/09/2020"
Tổng số chứng khoán đăng ký:,100.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
