Keys,Values
Tên TCPH:,"
Công Ty Cổ Phần Dây và Cáp điện TAYA Việt Nam
"
Tên chứng khoán:,Cổ Phiếu Công ty cổ phần Dây và Cáp điện TAYA Việt Nam
Mã chứng khoán:,TYA
Mã ISIN:,VN000000TYA4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 42/2006/TTGDHCM-LK do TTLKCK Việt Nam cấp lần đầu ngày 25/01/2006, số 18/2006/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 02/08/2016"
Tổng số chứng khoán đăng ký:,6.134.773 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,61.347.730.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
