Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Bất động sản CRV
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Bất động sản CRV
Mã chứng khoán:,CRV
Mã ISIN:,VN000000CRV0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 11/2022/GCNCP-VSD do VSD cấp lần đầu ngày 16/02/2022; Số: 11/2022/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 10/05/2022
Tổng số chứng khoán đăng ký:,672.416.640 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,6.724.166.400.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
