Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Phương Tây
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Phương Tây
Mã chứng khoán:,WEB
Mã ISIN:,VN000000WEB8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 55/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 09/04/2010
Tổng số chứng khoán đăng ký:,900.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,9.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
