Keys,Values
Tên TCPH:,"
Công ty cổ phần GTNFOODS
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần GTNFOODS
Mã chứng khoán:,GTN
Mã ISIN:,VN000000GTN4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 53/2014/GCNCP-VSD do VSD cấp lần đầu ngày 22/7/2014, số 53/2014/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 06/12/2016"
Tổng số chứng khoán đăng ký:,250.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
