Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại Cổ phần Nhà Hà Nội
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại Cổ phần Nhà Hà Nội
Mã chứng khoán:,HBB
Mã ISIN:,VN000000HBB5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 258/2010/GCNCP-VSD-1 do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 28/10/2010, cấp thay đổi lần thứ nhất ngày 28/09/2011"
Tổng số chứng khoán đăng ký:,405.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.050.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
