Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán APG
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán APG
Mã chứng khoán:,APG
Mã ISIN:,VN000000APG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 70/2010/GCNCP-VSD do VSD cấp lần đầu ngày 23/03/2010, Số 70/2010/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 16/02/2022"
Tổng số chứng khoán đăng ký:,146.306.612 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.463.066.120.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
