Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản và Cơ khí
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoáng sản và Cơ khí
Mã chứng khoán:,MIM
Mã ISIN:,VN000000MIM7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 192/2010/GCNCP-VSD do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 06/08/2010, Số 192/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 27/7/2012"
Tổng số chứng khoán đăng ký:,3.409.860 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,34.098.600.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
