Keys,Values
Tên TCPH:,"
Công ty cổ phần GLEXHOMES
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần GLEXHOMES
Mã chứng khoán:,GLH121019
Mã ISIN:,VNGLH1210197
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 17/2021/GCNTP-VSD do VSD cấp lần đầu ngày 02/06/2021
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Trái phiếu phát hành ra công chúng thông qua đại lý phát hành
Lãi suất:,"9,5%/năm"
Cách thức trả lãi:,"Lãi trái phiếu được thanh toán sau, định kỳ vào ngày tròn 06 tháng từ ngày phát hành cho đến ngày đáo hạn (trừ trường hợp trái phiếu được mua lại trước hạn hoặc mua lại bắt buộc phù hợp với các điều khoản và điều kiện tương ứng của trái phiếu)."
Kỳ hạn:,36 tháng
Ngày phát hành:,17/05/2021
Ngày đáo hạn:,17/05/2024
Nơi quản lý tại VSD:,Trụ sở chính
