Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn BGI
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn BGI
Mã chứng khoán:,VC7
Mã ISIN:,VN000000VC70
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 32/2007/GNCP-TTLK do VSD cấp lần đầu ngày 24/12/2008, số 32/2007/GNCP-VSD-7 cấp thay đổi lần 7 ngày 15/12/2021"
Tổng số chứng khoán đăng ký:,48.045.592 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,480.455.920.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
