Keys,Values
Tên TCPH:,"
Công ty cổ phần Giáo dục G Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giáo dục G Sài Gòn
Mã chứng khoán:,SSF
Mã ISIN:,VN000000SSF7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 40/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 05/02/2010, số 40/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 13/07/2020"
Tổng số chứng khoán đăng ký:,3.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,32.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
