Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu
Mã chứng khoán:,BWS
Mã ISIN:,VN000000BWS8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 120/2015/GCNCP-VSD do VSD cấp lần đầu ngày 07/12/2015,  số 120/2015/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 21/10/2020"
Tổng số chứng khoán đăng ký:,90.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,900.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
