Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 2/2008  kỳ hạn 5 năm
Mã chứng khoán:,CPB0813011
Mã ISIN:,VNTB08130114
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,11/2008/GCNTP-TTLK cấp ngày 18/02/2008
Tổng số chứng khoán đăng ký:,2.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,250.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.5%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,31/01/2008
Ngày đáo hạn:,31/01/2013
Nơi quản lý tại VSD:,Trụ sở chính
