Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội
Mã chứng khoán:,VBS110031
Mã ISIN:,VNVBS1100312
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,số 99/2010/GCNTP-VSD ngày 03/11/2010
Tổng số chứng khoán đăng ký:,6.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,9.7%/năm
Cách thức trả lãi:,
Kỳ hạn:,03 năm
Ngày phát hành:,28/10/2010
Ngày đáo hạn:,28/10/2013
Nơi quản lý tại VSD:,Trụ sở chính
