Keys,Values
Tên TCPH:,"
CTCP Vận tải và quản lý bến xe Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu CTCP Vận tải và quản lý bến xe Đà Nẵng
Mã chứng khoán:,BXD
Mã ISIN:,VN000000BXD8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 138/2010/GCNCP-VSD-1 do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 28/06/2010, cấp thay đổi lần thứ nhất ngày 08/09/2011"
Tổng số chứng khoán đăng ký:,1.736.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,17.365.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
