Keys,Values
Tên TCPH:,"
Cổ phiếu Công ty cổ phần Xăng dầu HFC
"
Tên chứng khoán:,Công ty cổ phần Xăng dầu HFC
Mã chứng khoán:,HFC
Mã ISIN:,VN000000HFC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 04/2010/GCNCP-VSD do VSD cấp ngày 07/01/2010, số 04/2010/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 06/05/2021"
Tổng số chứng khoán đăng ký:,8.198.105 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,81.981.050.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
