Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây dựng Số 45
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng Số 45
Mã chứng khoán:,V45
Mã ISIN:,VN000000V457
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,80/2011/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 30/12/2011
Tổng số chứng khoán đăng ký:,7.970.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,79.700.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
