Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán VnDirect
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần Chứng khoán VNDIRECT
Mã chứng khoán:,VND122013
Mã ISIN:,VNVND1220133
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 10/2022/GCNTPDN-VSD do VSD cấp lần đầu ngày 01/04/2022
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Ghi sổ
Lãi suất:,"Lãi suất trái phiếu là lãi suất kết hợp giữa lãi suất cố định và lãi suất thả nổi, cụ thể như sau:
+ Lãi suất áp dụng cho kỳ tính lãi đầu tiên là lãi suất cố định. Mức lãi suất cố định trong kỳ tính lãi đầu tiên là 8,2%/năm.
+ Lãi suất áp dụng cho các kỳ tính lãi sau kỳ tính lãi đầu tiên là lãi suất thả nổi. Mức lãi suất áp dụng trong mỗi kỳ tính lãi bằng tổng của lãi suất tham chiếu cộng với biên độ là 2,6%/năm."
Cách thức trả lãi:,Tiền lãi trái phiếu được thanh toán định kỳ 12 tháng/lần kể từ ngày phát hành cho đến ngày đáo hạn hoặc ngày đến hạn khác do tổ chức phát hành thực hiện mua lại trái phiếu trước hạn theo các điều kiện trái phiếu bằng cách chuyển khoản vào tài khoản được người sở hữu trái phiếu đăng ký trong sổ đăng ký.
Kỳ hạn:,02 năm kể từ ngày phát hành
Ngày phát hành:,07/03/2022
Ngày đáo hạn:,07/03/2024
Nơi quản lý tại VSD:,Trụ sở chính
