Keys,Values
Tên TCPH:,"
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
"
Tên chứng khoán:,Trái phiếu NPM052022
Mã chứng khoán:,NPM11909
Mã ISIN:,VN0NPM119094
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 4600864513 do Sở Kế hoạch Đầu tư  tỉnh Thái Nguyên cấp lần đầu ngày 05/07/2010, đăng ký thay đổi lần thứ 11 ngày 05/07/2019."
Tổng số chứng khoán đăng ký:,3.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức phát hành:, Phát hành riêng lẻ thông qua phương thức bảo lãnh phát hành trên cơ sở cố gắng tối đa theo quy định của Nghị định 163/2018/NĐ-CP ngày 04/12/2018 của Chính phủ
Lãi suất:," + Đối với 02 kỳ tính lãi đầu tiên: Lãi suất cố định 10,0%/năm;

+ Đối với mỗi kỳ tính lãi sau 02 kỳ tính lãi đầu tiên: lãi suất bằng lãi suất tham chiếu của kỳ tính lãi đó cộng 3,1%/năm. Trong đó, lãi suất tham chiếu đối với mỗi kỳ tính lãi sau 02 kỳ tính lãi đầu tiên là trung bình cộng của lãi suất tiền gửi áp dụng đối với các khoản tiền gửi tiết kiệm cá nhân với lãi trả sau bằng tiền Đồng kỳ hạn 12 tháng (hoặc tương đương) do Ngân hàng TMCP Ngoại thương Việt Nam – Sở Giao dịch, Ngân hàng TMCP Công thương Việt Nam – Chi nhánh TP. Hà Nội, Ngân hàng Nông nghiệp & Phát triển Nông thôn Việt Nam – Sở Giao dịch và Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Sở Giao dịch 1 công bố vào ngày làm việc thứ 7 trước ngày đầu tiên của kỳ tính lãi đó."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,03 năm
Ngày phát hành:,29/05/2019
Ngày đáo hạn:,29/05/2022
Nơi quản lý tại VSD:,Trụ sở chính
