Keys,Values
Tên TCPH:,"
Công ty cổ phần Giống Gia súc Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giống Gia súc Hà Nội
Mã chứng khoán:,GGS
Mã ISIN:,VN000000GGS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 126/2016/GCNCP-VSD do VSD cấp lần đầu ngày 26/10/2016, Số: 126/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 18/052018"
Tổng số chứng khoán đăng ký:,11.010.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,110.100.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
