Keys,Values
Tên TCPH:,"
Công ty cổ phần GLEXHOMES
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần GLEXHOMES
Mã chứng khoán:,GLH121026
Mã ISIN:,VNGLH1210262
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 42/2021/GCNTP-VSD do VSD cấp lần đầu ngày 19/10/2021
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Trái phiếu phát hành ra công chúng thông qua đại lý phát hành
Lãi suất:,"9,5%/năm"
Cách thức trả lãi:,Lãi trái phiếu được thanh toán định kỳ vào mỗi ngày tròn 06 tháng liên tục từ ngày phát hành cho đến ngày đáo hạn (trừ trường hợp trái phiếu được mua lại trước hạn hoặc mua lại bắt buộc phù hợp với các điều khoản và điều kiện tương ứng của trái phiếu).
Kỳ hạn:,36 tháng
Ngày phát hành:,05/10/2021
Ngày đáo hạn:,05/10/2024
Nơi quản lý tại VSD:,Trụ sở chính
