Keys,Values
Tên TCPH:,"
Tổng công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần
Mã chứng khoán:,PRT
Mã ISIN:,VN000000PRT6
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 15 CPH/2018/GCNCP-VSD do VSD cấp ngày 26/04/2018, số 26/2019/GCNCP-VSD do VSD cấp ngày 01/07/2019"
Tổng số chứng khoán đăng ký:,300.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.000.000.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
