Keys,Values
Tên TCPH:,"
Tổng công ty Điện lực Dầu khí Việt Nam – Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Điện lực Dầu khí Việt Nam  – Công ty cổ phần
Mã chứng khoán:,POW
Mã ISIN:,VN000000POW7
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 07CPH/2018/GCNCP-VSD do VSD cấp ngày 02/03/2018,  số 95/2018/GCNCP-VSD do VSD cấp ngày 06/11/2018"
Tổng số chứng khoán đăng ký:,2.341.871.600 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,23.418.716.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
