Keys,Values
Tên TCPH:,"
Công ty cổ phần đầu tư và xây dựng VNECO 9
"
Tên chứng khoán:,Cổ phiếu CTCP đầu tư và xây dựng VNECO 9
Mã chứng khoán:,VE9
Mã ISIN:,VN000000VE94
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 08/2008/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 11/01/2008, Số 08/2008/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 09/08/2016"
Tổng số chứng khoán đăng ký:,12.523.613 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,125.236.130.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
