Keys,Values
Tên TCPH:,"
Công ty cổ phần Bất động sản Sài Gòn Vi na
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bất động sản Sài Gòn Vi na
Mã chứng khoán:,LSG
Mã ISIN:,VN000000LSG0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 26/2014/GCNCP-VSD do VSD cấp lần đầu ngày 16/04/2014, Số 26/2014/GCNCP-VSD-1 thay đổi lần 1 ngày 04/8/2015"
Tổng số chứng khoán đăng ký:,90.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,900.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
