Keys,Values
Tên TCPH:,"
Tổng Công ty Chuyển phát nhanh Bưu điện – Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Chuyển phát nhanh Bưu điện – Công ty cổ phần
Mã chứng khoán:,EMS
Mã ISIN:,VN000000EMS3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 65/2017/GCNCP-VSD do VSD cấp lần đầu ngày 17/03/2017,số 65/2017/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 21/01/2022"
Tổng số chứng khoán đăng ký:,17.999.753 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,179.997.530.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
