Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải và Thương mại Đường sắt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải và Thương mại Đường sắt
Mã chứng khoán:,RAT
Mã ISIN:,VN000000RAT8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 39/2016/GCNCP-VSD do VSD cấp ngày 26/04/2016, Số 39/2016/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 24/3/2021"
Tổng số chứng khoán đăng ký:,5.921.841 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,59.218.410.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
