Keys,Values
Tên TCPH:,"
Công ty cổ phần Sứ Viglacera Thanh Trì
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sứ Viglacera Thanh Trì
Mã chứng khoán:,TVA
Mã ISIN:,VN000000TVA0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 03/2017/GCNCP-VSD do VSD cấp lần đầu ngày 04/01/2017, số 03/2017/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 04/07/2019"
Tổng số chứng khoán đăng ký:,6.300.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,63.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
