Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu
Mã chứng khoán:,QHD0811085
Mã ISIN:,VNBD08110858
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,85/2008/GCNTP-TTLK cấp ngày 31/12/2008
Tổng số chứng khoán đăng ký:,6.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,8.98%/năm
Cách thức trả lãi:,
Kỳ hạn:,3 năm
Ngày phát hành:,23/12/2008
Ngày đáo hạn:,23/12/2011
Nơi quản lý tại VSD:,Trụ sở chính
