Keys,Values
Tên TCPH:,"
Công ty cổ phần Sách Giáo dục tại Thành phố Hà Nội
"
Tên chứng khoán:,Cổ phiếu CTCP Sách giáo dục tại Tp Hà Nội
Mã chứng khoán:,EBS
Mã ISIN:,VN000000EBS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 31/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 12/12/2006, số 31/2006/GCNCP-VSD-4 thay đổi lần thứ 4 ngày 23/7/2010"
Tổng số chứng khoán đăng ký:,10.219.484 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,102.194.840.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
