Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải hóa dầu VP
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải hóa dầu VP
Mã chứng khoán:,VPA
Mã ISIN:,VN000000VPA8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 121/2015/GCNCP-VSD do VSD cấp ngày 7/12/2015
Tổng số chứng khoán đăng ký:,15.076.177 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.761.770.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
