Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu đô thị TP.HCM BLPH đợt 09/2006
Mã chứng khoán:,HCMA0906
Mã ISIN:,VN0HCMA09066
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 17/2006/GCNTP-CNTTLK do VSD cấp ngày 06/09/2006
Tổng số chứng khoán đăng ký:,380.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,38.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,9.55%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,22/08/2006
Ngày đáo hạn:,22/08/2021
Nơi quản lý tại VSD:,Trụ sở chính
