Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng và Phát triển Trường Thành
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng và Phát triển Trường Thành
Mã chứng khoán:,TTA
Mã ISIN:,VN000000TTA4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 52/2020/GCNCP-VSD do VSD cấp ngày 07/08/2020; số 52/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 17/09/2021
Tổng số chứng khoán đăng ký:,145.799.904 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.457.999.040.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
