Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Agribank
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán Agribank
Mã chứng khoán:,AGR
Mã ISIN:,VN000000AGR5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 109/2009/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 01/12/2009, số 109/2009/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 09/08/2018"
Tổng số chứng khoán đăng ký:,212.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
