Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Masan
"
Tên chứng khoán:,Trái phiếu MSN102019
Mã chứng khoán:,MSN11719
Mã ISIN:,VN0MSN117194
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 103/2017/GCNTP-VSD do VSD cấp ngày 26/12/2017 
Tổng số chứng khoán đăng ký:,15.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành trên cơ sở cố gắng tối đa
Lãi suất:,"Cố định 9,0%/năm. Lãi phát sinh trên gốc trái phiếu được tính cho số ngày thực tế đã trôi qua trên cơ sở một năm có 360 ngày"
Cách thức trả lãi:,"Lãi được trả sau, định kỳ vào ngày tròn 6 tháng từ ngày phát hành bằng chuyển khoản"
Kỳ hạn:,02 năm
Ngày phát hành:,02/10/2017
Ngày đáo hạn:,02/10/2019
Nơi quản lý tại VSD:,Chi nhánh
