Keys,Values
Tên TCPH:,"
Công ty cổ phần Bánh kẹo Hải Châu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bánh kẹo Hải Châu
Mã chứng khoán:,HCO
Mã ISIN:,VN000000HCO6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 46/2019/GCNCP-VSD do VSD cấp ngày 15/10/2019; số 46/2019/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 24/11/2020
Tổng số chứng khoán đăng ký:,12.229.534 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,122.295.340.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
