Keys,Values
Tên TCPH:,"
Công ty cổ phần Vincom Retail
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vincom Retail
Mã chứng khoán:,VRE
Mã ISIN:,VN000000VRE6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 201/2017/GCNCP-VSD do VSD cấp lần đầu ngày 20/10/2017, số 201/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 05/12/2018"
Tổng số chứng khoán đăng ký:,2.328.818.410 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,23.288.184.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
