Keys,Values
Tên TCPH:,"
CTCP Cấp Nước Ninh Thuận
"
Tên chứng khoán:,Cổ phiếu CTCP Cấp nước Ninh Thuận
Mã chứng khoán:,NNT
Mã ISIN:,VN000000NNT0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 93/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 09/04/2010, số 93/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 03/11/2017"
Tổng số chứng khoán đăng ký:,9.490.841 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,94.908.410.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
