Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán FPT
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán FPT
Mã chứng khoán:,FTS
Mã ISIN:,VN000000FTS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 170/2016/GCNCP-VSD do VSD cấp lần đầu ngày 05/12/2016, số 170/2016/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 09/08/2021"
Tổng số chứng khoán đăng ký:,147.567.297 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.475.672.970.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
