Keys,Values
Tên TCPH:,"
Công ty cổ phần Tổng công ty Tín Nghĩa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tổng công ty Tín Nghĩa
Mã chứng khoán:,TID
Mã ISIN:,VN000000TID1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 173/2017/GCNCP-VSD do VSD cấp ngày 07/09/2017, Số 173/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 27/07/2018"
Tổng số chứng khoán đăng ký:,200.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
