Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Đà 5
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sông Đà 5
Mã chứng khoán:,SD5
Mã ISIN:,VN000000SD58
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 71/2006/GCNCP-VSD do VSD cấp lần đầu ngày 25/12/2006, Số 71/2006/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 25/07/2014"
Tổng số chứng khoán đăng ký:,25.999.848 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,259.998.480.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
