Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Thương mại Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Thương mại Sông Đà
Mã chứng khoán:,SIG
Mã ISIN:,VN000000SIG6
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 74/2018/GCNCP-VSD do VSD  cấp ngày 30/08/2018 
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
