Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.ROS.KIS.M.CA.T.02
Mã chứng quyền:,CROS2002
Mã ISIN:,VN0CROS20029
Mã chứng khoán cơ sở:,ROS
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Xây dựng FLC Faros
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,08 tháng
Ngày đáo hạn:,16/12/2020
Tỷ lệ chuyển đổi:,1:1
Giá thực hiện:,7.227  đồng
Giá phát hành lần đầu:,1.000  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,"Số:   56/2020/GCNCW-VSD do VSD cấp ngày 05/05/2020,số 56/2020/GCNCW-VSD-1 cấp thay đổi lần 1 ngày 24/06/2020"
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,6.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
