Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Sài Gòn Tây Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại Sài Gòn Tây Nam
Mã chứng khoán:,STN
Mã ISIN:,VN000000STN9
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 30/2020/GCNCP-VSD do VSD cấp ngày 06/05/2020
Tổng số chứng khoán đăng ký:,10.775.200 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,107.752.000.000 đồng
Hình thức đăng ký:, 	  Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
