Keys,Values
Tên TCPH:,"
Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty cổ phần
Mã chứng khoán:,PEG
Mã ISIN:,VN000000PEG1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 19/2018/GCNCP-VSD do VSD cấp ngày 11/04/2018
Tổng số chứng khoán đăng ký:,248.877.470 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.488.774.700.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
