Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Điện Tây Bắc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Điện Tây Bắc
Mã chứng khoán:,NED
Mã ISIN:,VN000000NED3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 151/2017/GCNCP-VSD do VSD cấp lần đầu ngày 02/08/2017, số  151/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 13/07/2018"
Tổng số chứng khoán đăng ký:,40.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,405.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
