Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Hàng không
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Hàng không
Mã chứng khoán:,ARM
Mã ISIN:,VN000000ARM3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 213/2010/GCNCP-VSD  do TTLKCK Việt Nam cấp ngày 27/08/2010, số 213/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 17/11/2020"
Tổng số chứng khoán đăng ký:,3.111.283 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,31.112.830.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
